,cpu_freq_GHz,cpu_percent_0,cpu_percent_1,cpu_percent_2,cpu_percent_3,cpu_percent_4,cpu_percent_5,cpu_percent_6,cpu_percent_7,io_sda1_busy_time,io_sda1_read_Mbytes,io_sda1_write_Mbytes,io_sda2_busy_time,io_sda2_read_Mbytes,io_sda2_write_Mbytes,io_sda3_busy_time,io_sda3_read_Mbytes,io_sda3_write_Mbytes,io_sda4_busy_time,io_sda4_read_Mbytes,io_sda4_write_Mbytes,io_sda_busy_time,io_sda_read_Mbytes,io_sda_write_Mbytes,io_sdb1_busy_time,io_sdb1_read_Mbytes,io_sdb1_write_Mbytes,io_sdb2_busy_time,io_sdb2_read_Mbytes,io_sdb2_write_Mbytes,io_sdb_busy_time,io_sdb_read_Mbytes,io_sdb_write_Mbytes,io_sdc1_busy_time,io_sdc1_read_Mbytes,io_sdc1_write_Mbytes,io_sdc2_busy_time,io_sdc2_read_Mbytes,io_sdc2_write_Mbytes,io_sdc_busy_time,io_sdc_read_Mbytes,io_sdc_write_Mbytes,kilo_ctx_switches,ram_GB,ram_percent,temp_amdgpu_,temp_coretemp_Core 0,temp_coretemp_Core 1,temp_coretemp_Core 2,temp_coretemp_Core 3,temp_coretemp_Package id 0,time
10,1.197223125,8.0,3.0,2.0,4.9,4.0,3.0,5.0,8.9,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,5.416,2.673238016,19.2,43.0,40.0,45.0,42.0,43.0,45.0,2019-08-05 13:47:06
11,1.2078162499999998,3.0,0.0,3.0,0.0,3.1,0.0,2.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,10,0.065536,0.0,10,0.065536,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,5.967,2.674208768,19.3,43.0,41.0,45.0,43.0,44.0,46.0,2019-08-05 13:47:07
12,1.197285875,2.0,1.0,1.0,0.0,0.0,2.0,0.0,1.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,2.595,2.674515968,19.3,43.0,41.0,44.0,43.0,43.0,45.0,2019-08-05 13:47:08
13,1.2032548749999998,0.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,7,0.0,0.114688,7,0.0,0.114688,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,1.82,2.67476992,19.3,44.0,40.0,44.0,41.0,42.0,45.0,2019-08-05 13:47:09
14,1.24418775,3.0,9.0,5.0,3.9,6.9,6.9,1.0,9.1,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,6,0.004096,0.0,7,0.004096,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,1.919,2.674499584,19.3,43.0,41.0,44.0,41.0,43.0,45.0,2019-08-05 13:47:11
15,1.1970292500000002,1.0,3.0,1.0,1.0,0.0,0.0,2.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,3.508,2.675380224,19.3,43.0,41.0,45.0,41.0,43.0,45.0,2019-08-05 13:47:12
16,1.2057252500000002,2.0,0.0,1.0,1.0,1.0,2.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,1.334,2.677530624,19.3,44.0,40.0,44.0,41.0,43.0,44.0,2019-08-05 13:47:13
17,1.2134673750000002,1.0,1.0,1.0,3.9,0.0,0.0,2.0,1.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,1.314,2.677526528,19.3,44.0,42.0,45.0,42.0,42.0,44.0,2019-08-05 13:47:14
18,1.1972865,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,14,0.0,0.077824,13,0.0,0.077824,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,1.628,2.677522432,19.3,44.0,40.0,45.0,40.0,43.0,45.0,2019-08-05 13:47:15
19,1.286337625,0.0,1.0,1.0,0.0,1.0,0.0,2.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,1.644,2.67753472,19.3,44.0,41.0,44.0,42.0,42.0,45.0,2019-08-05 13:47:16
20,1.21360525,1.0,1.0,1.0,0.0,2.0,2.0,2.0,1.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,1.306,2.677559296,19.3,44.0,42.0,44.0,41.0,43.0,45.0,2019-08-05 13:47:17
21,1.197281875,2.0,0.0,2.0,0.0,0.0,1.0,1.0,2.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,1.349,2.677526528,19.3,44.0,41.0,43.0,40.0,43.0,44.0,2019-08-05 13:47:19
22,1.2594017499999999,4.0,2.0,2.0,2.0,2.0,0.0,3.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,10,0.0,0.167936,10,0.0,0.167936,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,1.34,2.677501952,19.3,44.0,41.0,44.0,41.0,42.0,44.0,2019-08-05 13:47:20
23,1.203426625,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,3,0.0,0.0,3,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,1.627,2.677518336,19.3,44.0,41.0,44.0,42.0,43.0,44.0,2019-08-05 13:47:21
24,1.1973455000000002,1.0,0.0,2.0,0.0,2.0,0.0,1.0,1.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,7,0.0,0.02048,7,0.0,0.02048,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,1.514,2.677518336,19.3,44.0,42.0,43.0,41.0,42.0,45.0,2019-08-05 13:47:22
25,1.22131825,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,1.265,2.677518336,19.3,44.0,42.0,44.0,42.0,42.0,44.0,2019-08-05 13:47:23
26,1.19723875,2.0,1.0,1.0,2.0,2.0,1.0,1.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,1.315,2.67864064,19.2,44.0,41.0,45.0,42.0,43.0,44.0,2019-08-05 13:47:24
27,1.197206625,2.0,0.0,3.9,0.0,2.0,1.0,1.0,2.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,1.583,2.678648832,19.2,44.0,41.0,45.0,42.0,44.0,45.0,2019-08-05 13:47:25
28,1.198018,0.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,1.947,2.678874112,19.2,44.0,40.0,44.0,40.0,44.0,44.0,2019-08-05 13:47:27
29,1.1971629999999998,0.0,2.0,0.0,1.0,0.0,2.0,1.0,1.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,6,0.0,0.016384,7,0.0,0.016384,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,1.357,2.67864064,19.2,44.0,42.0,44.0,41.0,43.0,46.0,2019-08-05 13:47:28
30,1.2481292499999999,1.0,0.0,1.0,1.0,2.9,0.0,1.0,1.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,1.567,2.67864064,19.2,44.0,40.0,44.0,41.0,44.0,46.0,2019-08-05 13:47:29
31,1.2009191250000002,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,10,0.0,0.106496,10,0.0,0.106496,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,1.389,2.678673408,19.2,44.0,40.0,45.0,41.0,43.0,45.0,2019-08-05 13:47:30
32,1.213769375,1.0,0.0,3.0,0.0,1.0,0.0,1.0,1.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,1.831,2.67864064,19.2,44.0,41.0,45.0,41.0,43.0,45.0,2019-08-05 13:47:31
33,1.2359283749999999,6.1,5.1,11.9,27.0,13.1,6.0,9.0,6.1,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,1.41,2.67864064,19.2,44.0,40.0,45.0,42.0,43.0,45.0,2019-08-05 13:47:32
34,2.901786875,39.6,24.0,28.0,39.4,42.3,19.2,23.0,25.3,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,147,8.183808,0.196608,146,8.183808,0.196608,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,5.828,2.70821376,19.4,44.0,50.0,53.0,50.0,50.0,53.0,2019-08-05 13:47:33
35,2.54939925,15.2,12.7,30.7,9.1,38.2,8.9,59.4,10.9,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,153,2.90816,25.735168,154,2.90816,25.735168,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,15.442,2.704646144,19.4,44.0,47.0,52.0,46.0,45.0,52.0,2019-08-05 13:47:34
36,2.6371036250000004,9.2,13.1,10.1,15.2,19.4,4.0,69.3,7.1,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,6.059,2.707668992,19.4,44.0,45.0,48.0,44.0,50.0,50.0,2019-08-05 13:47:36
37,2.71679925,8.2,8.9,12.4,3.0,10.1,4.0,6.9,81.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,5.318,2.707767296,19.4,44.0,45.0,48.0,48.0,50.0,50.0,2019-08-05 13:47:37
38,2.6367940000000005,15.0,2.0,63.4,3.0,27.0,10.9,10.9,3.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,7,0.131072,0.0,6,0.131072,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,4.95,2.711015424,19.4,44.0,44.0,47.0,45.0,52.0,52.0,2019-08-05 13:47:38
39,2.385040375,77.0,2.0,19.2,3.0,12.1,14.9,25.7,4.9,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,10,0.0,0.08192,10,0.0,0.08192,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,4.535,2.711126016,19.4,44.0,47.0,52.0,48.0,49.0,53.0,2019-08-05 13:47:39
40,2.55613,28.3,3.0,34.0,2.0,11.9,7.9,42.4,1.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,7,0.0,0.004096,7,0.0,0.004096,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,4.907,2.713051136,19.4,44.0,46.0,49.0,46.0,51.0,51.0,2019-08-05 13:47:40
41,2.3635224999999997,48.0,23.8,12.9,1.0,21.6,10.1,10.9,2.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,4.728,2.713665536,19.4,44.0,46.0,51.0,48.0,48.0,51.0,2019-08-05 13:47:41
42,2.4599195000000003,4.9,78.2,7.1,2.0,13.7,4.0,18.8,5.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,4.654,2.713767936,19.4,44.0,50.0,48.0,46.0,49.0,51.0,2019-08-05 13:47:42
43,2.555317375,27.3,18.2,13.9,6.0,13.9,11.1,38.8,2.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,4.765,2.71642624,19.5,45.0,48.0,50.0,46.0,48.0,51.0,2019-08-05 13:47:44
44,2.6079822499999996,65.3,3.9,15.3,3.0,9.2,6.1,24.8,3.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,6,0.0,0.02048,7,0.0,0.02048,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,4.612,2.71663104,19.5,45.0,46.0,50.0,49.0,49.0,49.0,2019-08-05 13:47:45
45,2.209230125,14.0,9.0,55.0,2.0,15.8,7.8,14.4,14.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,4.789,2.719404032,19.5,45.0,48.0,49.0,47.0,46.0,52.0,2019-08-05 13:47:46
46,2.5257920000000005,9.2,5.0,16.0,4.0,20.8,8.9,56.1,12.1,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,4.891,2.719481856,19.5,45.0,46.0,53.0,46.0,49.0,53.0,2019-08-05 13:47:47
47,2.4963292499999996,12.0,10.0,9.1,6.9,65.3,4.0,13.7,22.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,4.485,2.720104448,19.5,45.0,46.0,49.0,47.0,52.0,52.0,2019-08-05 13:47:48
48,2.8312104999999996,15.0,7.1,11.9,2.0,47.0,3.0,20.2,16.8,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,80,1.216512,10.264576,80,1.216512,10.264576,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,8.001,2.720182272,19.5,45.0,46.0,49.0,49.0,50.0,49.0,2019-08-05 13:47:49
49,2.550547625,22.8,5.1,11.0,2.0,64.1,2.0,18.0,7.1,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,14,0.0,0.249856,13,0.0,0.249856,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,5.052,2.720538624,19.5,45.0,51.0,49.0,46.0,50.0,51.0,2019-08-05 13:47:50
50,2.44571225,24.3,11.9,27.5,50.5,20.2,7.1,27.9,9.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,6.209,2.720505856,19.5,45.0,46.0,50.0,51.0,51.0,52.0,2019-08-05 13:47:52
51,2.724474875,32.4,5.0,8.0,4.0,33.0,4.0,43.1,4.1,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,7.869,2.728718336,19.6,46.0,52.0,51.0,47.0,50.0,52.0,2019-08-05 13:47:53
52,2.703917375,18.8,24.0,31.3,6.1,16.5,3.0,23.5,1.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,6,0.065536,0.0,7,0.065536,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,6.987,2.729197568,19.7,46.0,48.0,52.0,47.0,55.0,55.0,2019-08-05 13:47:54
53,2.707887125,41.2,28.0,13.6,5.9,18.8,1.0,15.3,2.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,6.608,2.730143744,19.7,46.0,49.0,51.0,50.0,49.0,51.0,2019-08-05 13:47:55
54,2.5521185,11.1,32.7,11.1,14.0,8.1,12.7,6.9,48.5,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,7,0.0,0.106496,6,0.0,0.106496,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,5.155,2.729467904,19.7,46.0,50.0,52.0,47.0,50.0,52.0,2019-08-05 13:47:56
55,2.501423375,8.2,4.0,12.0,31.6,12.4,6.9,4.1,78.8,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,10,0.200704,0.0,10,0.200704,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,4.955,2.731700224,19.7,46.0,47.0,50.0,48.0,53.0,52.0,2019-08-05 13:47:57
56,2.716468125,10.0,2.0,13.7,0.0,12.7,0.0,2.0,77.8,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,27,0.483328,0.180224,27,0.483328,0.180224,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,7.412,2.760175616,19.8,46.0,49.0,52.0,54.0,55.0,55.0,2019-08-05 13:47:58
57,2.763103625,12.1,2.0,13.9,7.0,4.1,13.1,9.9,72.3,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,43,0.319488,10.182656,43,0.319488,10.182656,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,4.382,2.743713792,19.8,46.0,47.0,50.0,47.0,53.0,53.0,2019-08-05 13:48:00
58,2.3542943750000003,15.5,26.5,15.3,1.0,17.3,38.0,16.2,18.6,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,4.771,2.743468032,19.8,46.0,48.0,52.0,48.0,55.0,55.0,2019-08-05 13:48:01
59,2.4832092500000003,4.9,79.2,11.0,0.0,3.1,2.0,12.2,3.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,47,0.131072,8.228864,47,0.131072,8.228864,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,8.334,2.748321792,19.8,46.0,51.0,50.0,47.0,51.0,54.0,2019-08-05 13:48:02
60,2.6739907499999997,33.0,1.0,43.1,1.0,25.0,2.0,8.8,1.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,4.286,2.748276736,19.8,46.0,53.0,51.0,49.0,49.0,55.0,2019-08-05 13:48:03
61,2.3318090000000002,8.0,0.0,6.8,29.6,4.0,3.0,68.6,1.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,4.316,2.749120512,19.8,46.0,49.0,52.0,49.0,50.0,54.0,2019-08-05 13:48:04
